SGD.id	SYMBOL	SYSTEMATIC.name	ABUNDANCE.value	ABUNDANCE.units
S000005240	Ynl296Wp	YNL296W	""	""
S000005241	Mon2p	YNL297C	2797.0	molecules/cell
S000005242	Cla4p	YNL298W	2091.0	molecules/cell
S000005243	Trf5p	YNL299W	1329.0	molecules/cell
S000005244	Tos6p	YNL300W	6737.0	molecules/cell
S000005245	Rpl18Bp	YNL301C	35392.0	molecules/cell
S000005246	Rps19Bp	YNL302C	48680.0	molecules/cell
S000005247	Ynl303Wp	YNL303W	""	""
S000005248	Ypt11p	YNL304W	1243.0	molecules/cell
S000005249	Bxi1p	YNL305C	1452.0	molecules/cell
S000005250	Mrps18p	YNL306W	3710.0	molecules/cell
S000005251	Mck1p	YNL307C	8487.0	molecules/cell
S000005252	Kri1p	YNL308C	5747.0	molecules/cell
S000005253	Stb1p	YNL309W	1515.0	molecules/cell
S000005254	Zim17p	YNL310C	3648.0	molecules/cell
S000005255	Skp2p	YNL311C	1698.0	molecules/cell
S000005256	Rfa2p	YNL312W	4756.0	molecules/cell
S000005257	Emw1p	YNL313C	5819.0	molecules/cell
S000005258	Dal82p	YNL314W	1148.0	molecules/cell
S000005259	Atp11p	YNL315C	3149.0	molecules/cell
S000005260	Pha2p	YNL316C	2705.0	molecules/cell
S000005261	Pfs2p	YNL317W	2467.0	molecules/cell
S000005262	Hxt14p	YNL318C	""	""
S000005263	Ynl319Wp	YNL319W	""	""
S000005264	Ynl320Wp	YNL320W	1779.0	molecules/cell
S000005265	Vnx1p	YNL321W	1348.0	molecules/cell
S000005266	Kre1p	YNL322C	8782.0	molecules/cell
S000005267	Lem3p	YNL323W	2978.0	molecules/cell
S000005268	Ynl324Wp	YNL324W	""	""
S000005269	Fig4p	YNL325C	350.0	molecules/cell
S000005270	Pfa3p	YNL326C	1701.0	molecules/cell
S000005271	Egt2p	YNL327W	4803.0	molecules/cell
S000005272	Mdj2p	YNL328C	802.0	molecules/cell
S000005273	Pex6p	YNL329C	1594.0	molecules/cell
S000005274	Rpd3p	YNL330C	3850.0	molecules/cell
S000005275	Aad14p	YNL331C	3504.0	molecules/cell
S000005276	Thi12p	YNL332W	1262.0	molecules/cell
S000005277	Snz2p	YNL333W	620.0	molecules/cell
S000005278	Sno2p	YNL334C	1207.0	molecules/cell
S000005279	Ddi2p	YNL335W	""	""
S000005280	Cos1p	YNL336W	2046.0	molecules/cell
S000005281	Ynl337Wp	YNL337W	""	""
S000005282	Ynl338Wp	YNL338W	""	""
S000005283	Yrf1-6p	YNL339C	1137.0	molecules/cell
S000005284	Cit1p	YNR001C	11990.0	molecules/cell
S000005285	Ato2p	YNR002C	""	""
S000005286	Rpc34p	YNR003C	3920.0	molecules/cell
S000005287	Swm2p	YNR004W	1720.0	molecules/cell
S000005288	Ynr005Cp	YNR005C	""	""
S000005289	Vps27p	YNR006W	2983.0	molecules/cell
S000005290	Atg3p	YNR007C	2150.0	molecules/cell
S000005291	Lro1p	YNR008W	2021.0	molecules/cell
S000005292	Nrm1p	YNR009W	936.0	molecules/cell
S000005293	Cse2p	YNR010W	1895.0	molecules/cell
S000005294	Prp2p	YNR011C	1388.0	molecules/cell
S000005295	Urk1p	YNR012W	2498.0	molecules/cell
S000005296	Pho91p	YNR013C	4280.0	molecules/cell
S000005297	Ynr014Wp	YNR014W	2873.0	molecules/cell
S000005298	Smm1p	YNR015W	2650.0	molecules/cell
S000005299	Acc1p	YNR016C	29049.0	molecules/cell
S000005300	Tim23p	YNR017W	6285.0	molecules/cell
S000005301	Rcf2p	YNR018W	3444.0	molecules/cell
S000005302	Are2p	YNR019W	3028.0	molecules/cell
S000005303	Atp23p	YNR020C	1262.0	molecules/cell
S000005304	Ynr021Wp	YNR021W	12262.0	molecules/cell
S000005305	Mrpl50p	YNR022C	3934.0	molecules/cell
S000005306	Snf12p	YNR023W	3054.0	molecules/cell
S000005307	Mpp6p	YNR024W	2210.0	molecules/cell
S000005308	Ynr025Cp	YNR025C	""	""
S000005309	Sec12p	YNR026C	2605.0	molecules/cell
S000005310	Bud17p	YNR027W	2557.0	molecules/cell
S000005311	Cpr8p	YNR028W	2118.0	molecules/cell
S000005312	Zng1p	YNR029C	2345.0	molecules/cell
S000005313	Alg12p	YNR030W	3337.0	molecules/cell
S000005314	Ssk2p	YNR031C	1186.0	molecules/cell
S000005315	Ppg1p	YNR032W	1284.0	molecules/cell
S000005316	Abz1p	YNR033W	2596.0	molecules/cell
S000005317	Sol1p	YNR034W	4945.0	molecules/cell
S000005318	Arc35p	YNR035C	13065.0	molecules/cell
S000005319	Mrps12p	YNR036C	3391.0	molecules/cell
S000005320	Rsm19p	YNR037C	3699.0	molecules/cell
S000005321	Dbp6p	YNR038W	4401.0	molecules/cell
S000005322	Zrg17p	YNR039C	1991.0	molecules/cell
S000005323	Mrx15p	YNR040W	2724.0	molecules/cell
S000005324	Coq2p	YNR041C	901.0	molecules/cell
S000005325	Ynr042Wp	YNR042W	""	""
S000005326	Mvd1p	YNR043W	16570.0	molecules/cell
S000005327	Aga1p	YNR044W	2577.0	molecules/cell
S000005328	Pet494p	YNR045W	450.0	molecules/cell
S000005329	Trm112p	YNR046W	9721.0	molecules/cell
S000005330	Fpk1p	YNR047W	2694.0	molecules/cell
S000005331	Ynr048Wp	YNR048W	1828.0	molecules/cell
S000005332	Mso1p	YNR049C	1901.0	molecules/cell
S000005333	Lys9p	YNR050C	23818.0	molecules/cell
S000005334	Bre5p	YNR051C	7140.0	molecules/cell
S000005335	Pop2p	YNR052C	3067.0	molecules/cell
S000005336	Nog2p	YNR053C	8743.0	molecules/cell
S000005337	Esf2p	YNR054C	3490.0	molecules/cell
S000005338	Hol1p	YNR055C	1062.0	molecules/cell
S000005339	Bio5p	YNR056C	""	""
S000005340	Bio4p	YNR057C	1156.0	molecules/cell
S000005341	Bio3p	YNR058W	3355.0	molecules/cell
S000005342	Mnt4p	YNR059W	252.0	molecules/cell
S000005343	Fre4p	YNR060W	1141.0	molecules/cell
S000005344	Ynr061Cp	YNR061C	773.0	molecules/cell
S000005345	Pul3p	YNR062C	1709.0	molecules/cell
S000005346	Pul4p	YNR063W	18.0	molecules/cell
S000005347	Ynr064Cp	YNR064C	700.0	molecules/cell
S000005348	Ynr065Cp	YNR065C	1175.0	molecules/cell
S000005349	Ynr066Cp	YNR066C	1055.0	molecules/cell
S000005350	Dse4p	YNR067C	3056.0	molecules/cell
S000005351	Ynr068Cp	YNR068C	2905.0	molecules/cell
S000005352	Bsc5p	YNR069C	720.0	molecules/cell
S000005353	Pdr18p	YNR070W	1056.0	molecules/cell
S000005354	Ynr071Cp	YNR071C	1184.0	molecules/cell
S000005355	Hxt17p	YNR072W	1139.0	molecules/cell
S000005356	Man2p	YNR073C	""	molecules/cell
S000005357	Aif1p	YNR074C	1560.0	molecules/cell
S000005358	Cos10p	YNR075W	1500.0	molecules/cell
S000005359	Pau6p	YNR076W	""	""
S000005360	Ynr077Cp	YNR077C	""	""
S000005361	Pho80p	YOL001W	302.0	molecules/cell
S000005362	Izh2p	YOL002C	1117.0	molecules/cell
S000005363	Pfa4p	YOL003C	1468.0	molecules/cell
S000005364	Sin3p	YOL004W	4999.0	molecules/cell
S000005365	Rpb11p	YOL005C	9089.0	molecules/cell
S000005366	Top1p	YOL006C	4130.0	molecules/cell
S000005367	Csi2p	YOL007C	2174.0	molecules/cell
S000005368	Coq10p	YOL008W	801.0	molecules/cell
S000005369	Mdm12p	YOL009C	1070.0	molecules/cell
S000005370	Rcl1p	YOL010W	5699.0	molecules/cell
S000005371	Plb3p	YOL011W	1564.0	molecules/cell
S000005372	Htz1p	YOL012C	9912.0	molecules/cell
S000005373	Hrd1p	YOL013C	1519.0	molecules/cell
S000005374	Yol014Wp	YOL014W	""	""
S000005375	Irc10p	YOL015W	1156.0	molecules/cell
S000005376	Cmk2p	YOL016C	6693.0	molecules/cell
S000005377	Esc8p	YOL017W	776.0	molecules/cell
S000005378	Tlg2p	YOL018C	1929.0	molecules/cell
S000005379	Tos7p	YOL019W	2074.0	molecules/cell
S000005380	Tat2p	YOL020W	4315.0	molecules/cell
S000005381	Dis3p	YOL021C	4297.0	molecules/cell
S000005382	Tsr4p	YOL022C	4838.0	molecules/cell
S000005383	Ifm1p	YOL023W	1403.0	molecules/cell
S000005384	Yol024Wp	YOL024W	""	""
S000005385	Lag2p	YOL025W	1004.0	molecules/cell
S000005386	Mim1p	YOL026C	1142.0	molecules/cell
S000005387	Mdm38p	YOL027C	6360.0	molecules/cell
S000005388	Yap7p	YOL028C	1719.0	molecules/cell
S000005389	Yol029Cp	YOL029C	""	""
S000005390	Gas5p	YOL030W	6397.0	molecules/cell
S000005391	Sil1p	YOL031C	3289.0	molecules/cell
S000005392	Opi10p	YOL032W	2941.0	molecules/cell
S000005393	Mse1p	YOL033W	1457.0	molecules/cell
S000005394	Smc5p	YOL034W	1186.0	molecules/cell
S000005395	Yol035Cp	YOL035C	""	""
S000005396	Yol036Wp	YOL036W	500.0	molecules/cell
S000005397	Yol037Cp	YOL037C	""	""
S000005398	Pre6p	YOL038W	16957.0	molecules/cell
S000005399	Rpp2Ap	YOL039W	47017.0	molecules/cell
S000005400	Rps15p	YOL040C	52121.0	molecules/cell
S000005401	Nop12p	YOL041C	7150.0	molecules/cell
S000005402	Ngl1p	YOL042W	1804.0	molecules/cell
S000005403	Ntg2p	YOL043C	90.0	molecules/cell
S000005404	Pex15p	YOL044W	1546.0	molecules/cell
S000005405	Psk2p	YOL045W	2166.0	molecules/cell
S000005406	Yol046Cp	YOL046C	""	""
S000005407	Lds2p	YOL047C	823.0	molecules/cell
S000005408	Rrt8p	YOL048C	1797.0	molecules/cell
S000005409	Gsh2p	YOL049W	7604.0	molecules/cell
S000005410	Yol050Cp	YOL050C	""	""
S000005411	Gal11p	YOL051W	3123.0	molecules/cell
S000005412	Spe2p	YOL052C	6674.0	molecules/cell
S000005413	Ddr2p	YOL052C-A	2910.0	molecules/cell
S000005414	Aim39p	YOL053W	506.0	molecules/cell
S000005415	Psh1p	YOL054W	2067.0	molecules/cell
S000005416	Thi20p	YOL055C	3708.0	molecules/cell
S000005417	Gpm3p	YOL056W	3592.0	molecules/cell
S000005418	Yol057Wp	YOL057W	5913.0	molecules/cell
S000005419	Arg1p	YOL058W	23690.0	molecules/cell
S000005420	Gpd2p	YOL059W	15549.0	molecules/cell
S000005421	Mam3p	YOL060C	3340.0	molecules/cell
S000005422	Prs5p	YOL061W	9265.0	molecules/cell
S000005423	Apm4p	YOL062C	1935.0	molecules/cell
S000005424	Crt10p	YOL063C	374.0	molecules/cell
S000005425	Met22p	YOL064C	9974.0	molecules/cell
S000005426	Inp54p	YOL065C	1422.0	molecules/cell
S000005427	Rib2p	YOL066C	2071.0	molecules/cell
S000005428	Rtg1p	YOL067C	4876.0	molecules/cell
S000005429	Hst1p	YOL068C	1277.0	molecules/cell
S000005430	Nuf2p	YOL069W	2429.0	molecules/cell
S000005431	Nba1p	YOL070C	3091.0	molecules/cell
S000005432	Sdh5p	YOL071W	3491.0	molecules/cell
S000005433	Thp1p	YOL072W	1358.0	molecules/cell
S000005434	Dsc2p	YOL073C	1189.0	molecules/cell
S000005435	Yol075Cp	YOL075C	651.0	molecules/cell
S000005436	Mdm20p	YOL076W	5693.0	molecules/cell
S000005437	Brx1p	YOL077C	10163.0	molecules/cell
S000005438	Avo1p	YOL078W	769.0	molecules/cell
S000005439	Yol079Wp	YOL079W	""	""
S000005440	Rex4p	YOL080C	3192.0	molecules/cell
S000005441	Ira2p	YOL081W	1537.0	molecules/cell
S000005442	Atg19p	YOL082W	1152.0	molecules/cell
S000005443	Atg34p	YOL083W	1077.0	molecules/cell
S000005444	Phm7p	YOL084W	1076.0	molecules/cell
S000005445	Yol085Cp	YOL085C	""	molecules/cell
S000005446	Adh1p	YOL086C	103727.0	molecules/cell
S000005447	Duf1p	YOL087C	2821.0	molecules/cell
S000005448	Mpd2p	YOL088C	5373.0	molecules/cell
S000005449	Hal9p	YOL089C	1074.0	molecules/cell
S000005450	Msh2p	YOL090W	3191.0	molecules/cell
S000005451	Spo21p	YOL091W	""	molecules/cell
S000005452	Ypq1p	YOL092W	7945.0	molecules/cell
S000005453	Trm10p	YOL093W	2941.0	molecules/cell
S000005454	Rfc4p	YOL094C	3423.0	molecules/cell
S000005455	Hmi1p	YOL095C	671.0	molecules/cell
S000005456	Coq3p	YOL096C	1264.0	molecules/cell
S000005457	Wrs1p	YOL097C	13281.0	molecules/cell
S000005458	Sdd3p	YOL098C	7950.0	molecules/cell
S000005459	Yol099Cp	YOL099C	""	""
S000005460	Pkh2p	YOL100W	515.0	molecules/cell
S000005461	Izh4p	YOL101C	1867.0	molecules/cell
S000005462	Tpt1p	YOL102C	2277.0	molecules/cell
S000005463	Itr2p	YOL103W	1643.0	molecules/cell
S000005464	Ndj1p	YOL104C	""	molecules/cell
S000005465	Wsc3p	YOL105C	3698.0	molecules/cell
S000005466	Yol106Wp	YOL106W	""	""
S000005467	Yol107Wp	YOL107W	1904.0	molecules/cell
S000005468	Ino4p	YOL108C	915.0	molecules/cell
S000005469	Zeo1p	YOL109W	52943.0	molecules/cell
S000005470	Shr5p	YOL110W	1051.0	molecules/cell
S000005471	Mdy2p	YOL111C	10397.0	molecules/cell
S000005472	Msb4p	YOL112W	1059.0	molecules/cell
S000005473	Skm1p	YOL113W	766.0	molecules/cell
S000005474	Pth4p	YOL114C	619.0	molecules/cell
S000005475	Pap2p	YOL115W	2659.0	molecules/cell
S000005476	Msn1p	YOL116W	612.0	molecules/cell
S000005477	Rri2p	YOL117W	1320.0	molecules/cell
S000005478	Yol118Cp	YOL118C	""	""
S000005479	Mch4p	YOL119C	317.0	molecules/cell
S000005480	Rpl18Ap	YOL120C	60355.0	molecules/cell
S000005481	Rps19Ap	YOL121C	28109.0	molecules/cell
S000005482	Smf1p	YOL122C	338.0	molecules/cell
S000005483	Hrp1p	YOL123W	13717.0	molecules/cell
S000005484	Trm11p	YOL124C	2697.0	molecules/cell
S000005485	Trm13p	YOL125W	1492.0	molecules/cell
S000005486	Mdh2p	YOL126C	5339.0	molecules/cell
S000005487	Rpl25p	YOL127W	75828.0	molecules/cell
S000005488	Ygk3p	YOL128C	705.0	molecules/cell
S000005489	Vps68p	YOL129W	3000.0	molecules/cell
S000005490	Alr1p	YOL130W	1312.0	molecules/cell
S000005491	Yol131Wp	YOL131W	""	""
S000005492	Gas4p	YOL132W	""	""
S000005493	Hrt1p	YOL133W	7964.0	molecules/cell
S000005494	Yol134Cp	YOL134C	""	""
S000005495	Med7p	YOL135C	2473.0	molecules/cell
S000005496	Pfk27p	YOL136C	2410.0	molecules/cell
S000005497	Bsc6p	YOL137W	1407.0	molecules/cell
S000005498	Rtc1p	YOL138C	1153.0	molecules/cell
S000005499	Cdc33p	YOL139C	40636.0	molecules/cell
S000005500	Arg8p	YOL140W	12811.0	molecules/cell
S000005501	Ppm2p	YOL141W	1887.0	molecules/cell
S000005502	Rrp40p	YOL142W	4545.0	molecules/cell
S000005503	Rib4p	YOL143C	8812.0	molecules/cell
S000005504	Nop8p	YOL144W	4135.0	molecules/cell
S000005505	Ctr9p	YOL145C	6036.0	molecules/cell
S000005506	Psf3p	YOL146W	1612.0	molecules/cell
S000005507	Pex11p	YOL147C	2836.0	molecules/cell
S000005508	Spt20p	YOL148C	2108.0	molecules/cell
S000005509	Dcp1p	YOL149W	3238.0	molecules/cell
S000005510	Yol150Cp	YOL150C	""	""
S000005511	Gre2p	YOL151W	9059.0	molecules/cell
S000005512	Fre7p	YOL152W	120.0	molecules/cell
S000005513	Yol153Cp	YOL153C	""	""
S000005514	Zps1p	YOL154W	8105.0	molecules/cell
S000005515	Hpf1p	YOL155C	2913.0	molecules/cell
S000005516	Hxt11p	YOL156W	""	""
S000005517	Ima2p	YOL157C	4575.0	molecules/cell
S000005518	Enb1p	YOL158C	176.0	molecules/cell
S000005519	Css3p	YOL159C	1150.0	molecules/cell
S000005520	Yol160Wp	YOL160W	""	""
S000005521	Pau20p	YOL161C	1829.0	molecules/cell
S000005522	Yol162Wp	YOL162W	""	molecules/cell
S000005523	Yol163Wp	YOL163W	""	""
S000005524	Bds1p	YOL164W	""	""
S000005525	Aad15p	YOL165C	3504.0	molecules/cell
S000005526	Yol166Cp	YOL166C	""	""
S000005527	Rrp6p	YOR001W	2939.0	molecules/cell
S000005528	Alg6p	YOR002W	2035.0	molecules/cell
S000005529	Ysp3p	YOR003W	442.0	molecules/cell
S000005530	Utp23p	YOR004W	3275.0	molecules/cell
S000005531	Dnl4p	YOR005C	1577.0	molecules/cell
S000005532	Tsr3p	YOR006C	2652.0	molecules/cell
S000005533	Sgt2p	YOR007C	19147.0	molecules/cell
S000005534	Slg1p	YOR008C	3668.0	molecules/cell
S000005535	Tir4p	YOR009W	1925.0	molecules/cell
S000005536	Tir2p	YOR010C	""	""
S000005537	Aus1p	YOR011W	10541.0	molecules/cell
S000005538	Yor012Wp	YOR012W	737.0	molecules/cell
S000005539	Irc11p	YOR013W	""	""
S000005540	Rts1p	YOR014W	4713.0	molecules/cell
S000005541	Yor015Wp	YOR015W	""	""
S000005542	Erp4p	YOR016C	4267.0	molecules/cell
S000005543	Pet127p	YOR017W	1451.0	molecules/cell
S000005544	Rod1p	YOR018W	2171.0	molecules/cell
S000005545	Yor019Wp	YOR019W	597.0	molecules/cell
S000005546	Hsp10p	YOR020C	25075.0	molecules/cell
S000005547	Sfm1p	YOR021C	11249.0	molecules/cell
S000005548	Ddl1p	YOR022C	657.0	molecules/cell
S000005549	Ahc1p	YOR023C	754.0	molecules/cell
S000005550	Yor024Wp	YOR024W	""	""
S000005551	Hst3p	YOR025W	2148.0	molecules/cell
S000005552	Bub3p	YOR026W	1233.0	molecules/cell
S000005553	Sti1p	YOR027W	50288.0	molecules/cell
S000005554	Cin5p	YOR028C	1905.0	molecules/cell
S000005555	Yor029Wp	YOR029W	""	""
S000005556	Dfg16p	YOR030W	1148.0	molecules/cell
S000005557	Crs5p	YOR031W	""	""
S000005558	Hms1p	YOR032C	571.0	molecules/cell
S000005559	Exo1p	YOR033C	140.0	molecules/cell
S000005560	Akr2p	YOR034C	915.0	molecules/cell
S000005561	She4p	YOR035C	2162.0	molecules/cell
S000005562	Pep12p	YOR036W	1715.0	molecules/cell
S000005563	Cyc2p	YOR037W	1354.0	molecules/cell
S000005564	Hir2p	YOR038C	1417.0	molecules/cell
S000005565	Ckb2p	YOR039W	4469.0	molecules/cell
S000005566	Glo4p	YOR040W	1271.0	molecules/cell
S000005567	Yor041Cp	YOR041C	""	""
S000005568	Cue5p	YOR042W	5731.0	molecules/cell
S000005569	Whi2p	YOR043W	3153.0	molecules/cell
S000005570	Irc23p	YOR044W	3208.0	molecules/cell
S000005571	Tom6p	YOR045W	3181.0	molecules/cell
S000005572	Dbp5p	YOR046C	11463.0	molecules/cell
S000005573	Std1p	YOR047C	721.0	molecules/cell
S000005574	Rat1p	YOR048C	3466.0	molecules/cell
S000005575	Rsb1p	YOR049C	1495.0	molecules/cell
S000005576	Yor050Cp	YOR050C	""	""
S000005577	Ett1p	YOR051C	6756.0	molecules/cell
S000005578	Tmc1p	YOR052C	2550.0	molecules/cell
S000005579	Yor053Wp	YOR053W	""	""
S000005580	Vhs3p	YOR054C	1413.0	molecules/cell
S000005581	Yor055Wp	YOR055W	""	""
S000005582	Nob1p	YOR056C	4495.0	molecules/cell
S000005583	Sgt1p	YOR057W	3159.0	molecules/cell
S000005584	Ase1p	YOR058C	844.0	molecules/cell
S000005585	Lpl1p	YOR059C	1035.0	molecules/cell
S000005586	Sld7p	YOR060C	1557.0	molecules/cell
S000005587	Cka2p	YOR061W	6548.0	molecules/cell
S000005588	Yor062Cp	YOR062C	1615.0	molecules/cell
S000005589	Rpl3p	YOR063W	95351.0	molecules/cell
S000005590	Yng1p	YOR064C	1204.0	molecules/cell
S000005591	Cyt1p	YOR065W	5162.0	molecules/cell
S000005592	Msa1p	YOR066W	981.0	molecules/cell
S000005593	Alg8p	YOR067C	635.0	molecules/cell
S000005594	Vam10p	YOR068C	""	""
S000005595	Vps5p	YOR069W	3969.0	molecules/cell
S000005596	Gyp1p	YOR070C	1514.0	molecules/cell
S000005597	Nrt1p	YOR071C	345.0	molecules/cell
S000005598	Yor072Wp	YOR072W	""	""
S000005599	Sgo1p	YOR073W	1128.0	molecules/cell
S000005600	Cdc21p	YOR074C	6322.0	molecules/cell
S000005601	Ufe1p	YOR075W	1797.0	molecules/cell
S000005602	Ski7p	YOR076C	2176.0	molecules/cell
S000005603	Rts2p	YOR077W	1768.0	molecules/cell
S000005604	Bud21p	YOR078W	3083.0	molecules/cell
S000005605	Atx2p	YOR079C	1688.0	molecules/cell
S000005606	Dia2p	YOR080W	""	molecules/cell
S000005607	Tgl5p	YOR081C	1922.0	molecules/cell
S000005608	Yor082Cp	YOR082C	""	""
S000005609	Whi5p	YOR083W	2478.0	molecules/cell
S000005610	Lpx1p	YOR084W	2891.0	molecules/cell
S000005611	Ost3p	YOR085W	4142.0	molecules/cell
S000005612	Tcb1p	YOR086C	8063.0	molecules/cell
S000005613	Yvc1p	YOR087W	2628.0	molecules/cell
S000005615	Vps21p	YOR089C	8704.0	molecules/cell
S000005616	Ptc5p	YOR090C	4875.0	molecules/cell
S000005617	Tma46p	YOR091W	5032.0	molecules/cell
S000005618	Ecm3p	YOR092W	551.0	molecules/cell
S000005619	Cmr2p	YOR093C	823.0	molecules/cell
S000005620	Arf3p	YOR094W	3570.0	molecules/cell
S000005621	Rki1p	YOR095C	5680.0	molecules/cell
S000005622	Rps7Ap	YOR096W	70601.0	molecules/cell
S000005623	Yor097Cp	YOR097C	1013.0	molecules/cell
S000005624	Nup1p	YOR098C	3690.0	molecules/cell
S000005625	Ktr1p	YOR099W	6305.0	molecules/cell
S000005626	Crc1p	YOR100C	603.0	molecules/cell
S000005627	Ras1p	YOR101W	2813.0	molecules/cell
S000005628	Yor102Wp	YOR102W	""	""
S000005629	Ost2p	YOR103C	3771.0	molecules/cell
S000005630	Pin2p	YOR104W	1887.0	molecules/cell
S000005631	Yor105Wp	YOR105W	2284.0	molecules/cell
S000005632	Vam3p	YOR106W	1394.0	molecules/cell
S000005633	Rgs2p	YOR107W	1417.0	molecules/cell
S000005634	Leu9p	YOR108W	8863.0	molecules/cell
S000005635	Inp53p	YOR109W	4378.0	molecules/cell
S000005636	Tfc7p	YOR110W	3046.0	molecules/cell
S000005637	Yor111Wp	YOR111W	2521.0	molecules/cell
S000005638	Cex1p	YOR112W	3031.0	molecules/cell
S000005639	Azf1p	YOR113W	1058.0	molecules/cell
S000005640	Cim1p	YOR114W	1193.0	molecules/cell
S000005641	Trs33p	YOR115C	2037.0	molecules/cell
S000005642	Rpo31p	YOR116C	5592.0	molecules/cell
S000005643	Rpt5p	YOR117W	16309.0	molecules/cell
S000005644	Rtc5p	YOR118W	2532.0	molecules/cell
S000005645	Rio1p	YOR119C	2350.0	molecules/cell
S000005646	Gcy1p	YOR120W	6796.0	molecules/cell
S000005647	Yor121Cp	YOR121C	""	""
S000005648	Pfy1p	YOR122C	22053.0	molecules/cell
S000005649	Leo1p	YOR123C	4325.0	molecules/cell
S000005650	Ubp2p	YOR124C	3682.0	molecules/cell
S000005651	Cat5p	YOR125C	2298.0	molecules/cell
S000005652	Iah1p	YOR126C	5186.0	molecules/cell
S000005653	Rga1p	YOR127W	1328.0	molecules/cell
S000005654	Ade2p	YOR128C	12048.0	molecules/cell
S000005655	Afi1p	YOR129C	235.0	molecules/cell
S000005656	Ort1p	YOR130C	2197.0	molecules/cell
S000005657	Yor131Cp	YOR131C	4045.0	molecules/cell
S000005658	Vps17p	YOR132W	2829.0	molecules/cell
S000005659	Eft1p	YOR133W	52464.0	molecules/cell
S000005660	Bag7p	YOR134W	645.0	molecules/cell
S000005661	Irc14p	YOR135C	""	""
S000005662	Idh2p	YOR136W	18982.0	molecules/cell
S000005663	Sia1p	YOR137C	206.0	molecules/cell
S000005664	Rup1p	YOR138C	3867.0	molecules/cell
S000005665	Yor139Cp	YOR139C	""	""
S000005666	Sfl1p	YOR140W	1234.0	molecules/cell
S000005667	Arp8p	YOR141C	2961.0	molecules/cell
S000005668	Lsc1p	YOR142W	16382.0	molecules/cell
S000005669	Thi80p	YOR143C	2263.0	molecules/cell
S000005670	Elg1p	YOR144C	1053.0	molecules/cell
S000005671	Pno1p	YOR145C	3896.0	molecules/cell
S000005672	Yor146Wp	YOR146W	""	""
S000005673	Mdm32p	YOR147W	1638.0	molecules/cell
S000005674	Spp2p	YOR148C	1012.0	molecules/cell
S000005675	Smp3p	YOR149C	773.0	molecules/cell
S000005676	Mrpl23p	YOR150W	3609.0	molecules/cell
S000005677	Rpb2p	YOR151C	14417.0	molecules/cell
S000005678	Atg40p	YOR152C	1890.0	molecules/cell
S000005679	Pdr5p	YOR153W	10371.0	molecules/cell
S000005680	Slp1p	YOR154W	1750.0	molecules/cell
S000005681	Isn1p	YOR155C	3377.0	molecules/cell
S000005682	Nfi1p	YOR156C	755.0	molecules/cell
S000005683	Pup1p	YOR157C	11679.0	molecules/cell
S000005684	Pet123p	YOR158W	4581.0	molecules/cell
S000005685	Sme1p	YOR159C	737.0	molecules/cell
S000005686	Mtr10p	YOR160W	2988.0	molecules/cell
S000005687	Pns1p	YOR161C	1274.0	molecules/cell
S000005688	Yrr1p	YOR162C	622.0	molecules/cell
S000005689	Ddp1p	YOR163W	3655.0	molecules/cell
S000005690	Get4p	YOR164C	6968.0	molecules/cell
S000005691	Sey1p	YOR165W	4191.0	molecules/cell
S000005692	Swt1p	YOR166C	1307.0	molecules/cell
S000005693	Rps28Ap	YOR167C	49393.0	molecules/cell
S000005694	Gln4p	YOR168W	18548.0	molecules/cell
S000005695	Yor169Cp	YOR169C	""	""
S000005696	Yor170Wp	YOR170W	""	""
S000005697	Lcb4p	YOR171C	3101.0	molecules/cell
S000005698	Yrm1p	YOR172W	267.0	molecules/cell
S000005699	Dcs2p	YOR173W	6694.0	molecules/cell
S000005700	Med4p	YOR174W	1992.0	molecules/cell
S000005701	Ale1p	YOR175C	2998.0	molecules/cell
S000005702	Hem15p	YOR176W	8079.0	molecules/cell
S000005703	Mpc54p	YOR177C	1127.0	molecules/cell
S000005704	Gac1p	YOR178C	822.0	molecules/cell
S000005705	Syc1p	YOR179C	2404.0	molecules/cell
S000005706	Dci1p	YOR180C	""	""
S000005707	Las17p	YOR181W	2743.0	molecules/cell
S000005708	Rps30Bp	YOR182C	48028.0	molecules/cell
S000005709	Fyv12p	YOR183W	""	""
S000005710	Ser1p	YOR184W	25177.0	molecules/cell
S000005711	Gsp2p	YOR185C	4228.0	molecules/cell
S000005712	Yor186Wp	YOR186W	1385.0	molecules/cell
S000005713	Tuf1p	YOR187W	14557.0	molecules/cell
S000005714	Msb1p	YOR188W	1616.0	molecules/cell
S000005715	Ies4p	YOR189W	3441.0	molecules/cell
S000005716	Spr1p	YOR190W	""	""
S000005717	Uls1p	YOR191W	1434.0	molecules/cell
S000005718	Thi72p	YOR192C	1244.0	molecules/cell
S000005719	Pex27p	YOR193W	451.0	molecules/cell
S000005720	Toa1p	YOR194C	2599.0	molecules/cell
S000005721	Slk19p	YOR195W	2875.0	molecules/cell
S000005722	Lip5p	YOR196C	3986.0	molecules/cell
S000005723	Mca1p	YOR197W	5025.0	molecules/cell
S000005724	Bfr1p	YOR198C	33400.0	molecules/cell
S000005725	Yor199Wp	YOR199W	""	""
S000005726	Yor200Wp	YOR200W	""	""
S000005727	Mrm1p	YOR201C	2056.0	molecules/cell
S000005728	His3p	YOR202W	1640.0	molecules/cell
S000005729	Yor203Wp	YOR203W	""	""
S000005730	Ded1p	YOR204W	25034.0	molecules/cell
