PATHWAY.name	SYSTEMATIC.name
Meiosis	YAR019C
Metabolic pathways	YLL039C
Metabolic pathways	YIL148W
Metabolic pathways	YKR094C
Metabolic pathways	YLR167W
Metabolic pathways	YKL210W
Metabolic pathways	YPR180W
Metabolic pathways	YDR390C
Metabolic pathways	YPR066W
Metabolic pathways	YGL058W
Metabolic pathways	YOR339C
Metabolic pathways	YDR059C
Metabolic pathways	YBR082C
Metabolic pathways	YMR022W
Metabolic pathways	YEL012W
Metabolic pathways	YDL064W
Metabolic pathways	YER100W
Metabolic pathways	YDR177W
Metabolic pathways	YLR306W
Metabolic pathways	YDR092W
Metabolic pathways	YDR054C
Metabolic pathways	YGL141W
Metabolic pathways	YKL010C
Metabolic pathways	YER125W
Metabolic pathways	YDR457W
Metabolic pathways	YDL190C
Metabolic pathways	YLL036C
Metabolic pathways	YDR409W
Metabolic pathways	YOL013C
Metabolic pathways	YOL133W
Metabolic pathways	YDL132W
Metabolic pathways	YDR328C
Metabolic pathways	YFL009W
Metabolic pathways	YIL046W
Metabolic pathways	YJR090C
Metabolic pathways	YPL046C
Metabolic pathways	YGR003W
Metabolic pathways	YDR030C
Metabolic pathways	YDL008W
Metabolic pathways	YLR127C
Metabolic pathways	YGL116W
Metabolic pathways	YGL003C
Metabolic pathways	YNL172W
Metabolic pathways	YBL084C
Metabolic pathways	YDR118W
Metabolic pathways	YOR249C
Metabolic pathways	YKL022C
Metabolic pathways	YHR166C
Metabolic pathways	YLR102C
Metabolic pathways	YGL240W
Metabolic pathways	YFR036W
Metabolic pathways	YDR260C
Methane metabolism	YDL168W
Methane metabolism	YJL068C
Methane metabolism	YOR388C
Methane metabolism	YBR263W
Methane metabolism	YLR058C
Methane metabolism	YFL030W
Methane metabolism	YMR323W
Methane metabolism	YGR254W
Methane metabolism	YHR174W
Methane metabolism	YOR393W
Methane metabolism	YPL281C
Methane metabolism	YML070W
Methane metabolism	YFL053W
Methane metabolism	YKL060C
Methane metabolism	YLR377C
Methane metabolism	YMR205C
Methane metabolism	YGR240C
Methane metabolism	YAL054C
Methane metabolism	YLR153C
Methane metabolism	YDL021W
Methane metabolism	YKL152C
Methane metabolism	YOL056W
Methane metabolism	YER081W
Methane metabolism	YIL074C
Methane metabolism	YOR184W
Methane metabolism	YGR208W
Mismatch repair	YJL092W
Mismatch repair	YNL082W
Mismatch repair	YMR167W
Mismatch repair	YDR097C
Mismatch repair	YOL090W
Mismatch repair	YCR092C
Mismatch repair	YPL164C
Mismatch repair	YOR217W
Mismatch repair	YJR068W
Mismatch repair	YOL094C
Mismatch repair	YNL290W
Mismatch repair	YBR087W
Mismatch repair	YBR088C
Mismatch repair	YOR033C
Mismatch repair	YAR007C
Mismatch repair	YNL312W
Mismatch repair	YDL102W
Mismatch repair	YJR006W
Mismatch repair	YJR043C
Mismatch repair	YDL164C
Mitophagy	YJR066W
Mitophagy	YKL203C
Mitophagy	YLR147C
Mitophagy	YOL004W
Mitophagy	YDR207C
Mitophagy	YIL146C
Mitophagy	YPR024W
Mitophagy	YNL283C
Mitophagy	YOR008C
Mitophagy	YOL105C
Mitophagy	YBL105C
Mitophagy	YJL095W
Mitophagy	YOR231W
Mitophagy	YPL140C
Mitophagy	YHR030C
Mitophagy	YIL147C
Mitophagy	YLR006C
Mitophagy	YJL128C
Mitophagy	YLR113W
Mitophagy	YIL035C
Mitophagy	YOR061W
Mitophagy	YGL019W
Mitophagy	YOR039W
Mitophagy	YIL065C
Mitophagy	YLL001W
Mitophagy	YPR049C
Mitophagy	YGL219C
Mitophagy	YAL010C
Mitophagy	YOL009C
Mitophagy	YLL006W
Mitophagy	YBL078C
Mitophagy	YGL180W
Mitophagy	YLR356W
Mitophagy	YCR079W
Mitophagy	YDR208W
Mitophagy	YIL098C
Mitophagy	YOR330C
Mitophagy	YOL027C
Mitophagy	YER151C
Mitophagy	YNR051C
Monobactam biosynthesis	YJR010W
Monobactam biosynthesis	YER052C
Monobactam biosynthesis	YDR158W
Motor proteins	YKR054C
Motor proteins	YDR488C
Motor proteins	YDR424C
Motor proteins	YPL174C
Motor proteins	YHR129C
Motor proteins	YKL007W
Motor proteins	YIL034C
Motor proteins	YML085C
Motor proteins	YML124C
Motor proteins	YFL037W
Motor proteins	YLR212C
Motor proteins	YKL079W
Motor proteins	YBL063W
Motor proteins	YEL061C
Motor proteins	YGL216W
Motor proteins	YPR141C
Motor proteins	YKL129C
Motor proteins	YMR109W
Motor proteins	YOR326W
Motor proteins	YAL029C
Motor proteins	YHR023W
Motor proteins	YFL039C
Motor proteins	YIL138C
Motor proteins	YNL079C
mRNA surveillance pathway	YMR125W
mRNA surveillance pathway	YPL178W
mRNA surveillance pathway	YGR072W
mRNA surveillance pathway	YDR021W
mRNA surveillance pathway	YDR381W
mRNA surveillance pathway	YOR046C
mRNA surveillance pathway	YDL207W
mRNA surveillance pathway	YPL169C
mRNA surveillance pathway	YKL186C
mRNA surveillance pathway	YDL084W
mRNA surveillance pathway	YBR236C
mRNA surveillance pathway	YIR001C
mRNA surveillance pathway	YKR002W
mRNA surveillance pathway	YOR250C
mRNA surveillance pathway	YDR228C
mRNA surveillance pathway	YDR301W
mRNA surveillance pathway	YLR115W
mRNA surveillance pathway	YLR277C
mRNA surveillance pathway	YOR179C
mRNA surveillance pathway	YPR107C
mRNA surveillance pathway	YJR093C
mRNA surveillance pathway	YKL059C
mRNA surveillance pathway	YNL317W
mRNA surveillance pathway	YKL018W
mRNA surveillance pathway	YDR195W
mRNA surveillance pathway	YER133W
mRNA surveillance pathway	YDR436W
mRNA surveillance pathway	YML016C
mRNA surveillance pathway	YPL179W
mRNA surveillance pathway	YNL222W
mRNA surveillance pathway	YGL044C
mRNA surveillance pathway	YGR156W
mRNA surveillance pathway	YMR061W
mRNA surveillance pathway	YAL043C
mRNA surveillance pathway	YOR076C
mRNA surveillance pathway	YOL123W
mRNA surveillance pathway	YER165W
mRNA surveillance pathway	YBR143C
mRNA surveillance pathway	YDR172W
mRNA surveillance pathway	YMR080C
mRNA surveillance pathway	YHR077C
mRNA surveillance pathway	YDL134C
mRNA surveillance pathway	YDL188C
mRNA surveillance pathway	YAL016W
mRNA surveillance pathway	YGL190C
mRNA surveillance pathway	YOR014W
mRNA surveillance pathway	YKR084C
mRNA surveillance pathway	YNL001W
N-Glycan biosynthesis	YIL049W
N-Glycan biosynthesis	YMR013C
N-Glycan biosynthesis	YBR243C
N-Glycan biosynthesis	YPL227C
N-Glycan biosynthesis	YGL047W
N-Glycan biosynthesis	YBR070C
N-Glycan biosynthesis	YPR183W
N-Glycan biosynthesis	YBR110W
N-Glycan biosynthesis	YGL065C
N-Glycan biosynthesis	YNL048W
N-Glycan biosynthesis	YBL082C
N-Glycan biosynthesis	YNL219C
N-Glycan biosynthesis	YNR030W
N-Glycan biosynthesis	YOR002W
N-Glycan biosynthesis	YOR067C
N-Glycan biosynthesis	YGR227W
N-Glycan biosynthesis	YGL022W
N-Glycan biosynthesis	YJL002C
N-Glycan biosynthesis	YMR149W
N-Glycan biosynthesis	YOR103C
N-Glycan biosynthesis	YML019W
N-Glycan biosynthesis	YOR085W
N-Glycan biosynthesis	YEL002C
N-Glycan biosynthesis	YDL232W
N-Glycan biosynthesis	YGL226C-A
N-Glycan biosynthesis	YGR036C
N-Glycan biosynthesis	YGL027C
N-Glycan biosynthesis	YBR229C
N-Glycan biosynthesis	YJR131W
N-Glycan biosynthesis	YLR057W
Nicotinate and nicotinamide metabolism	YFR047C
Nicotinate and nicotinamide metabolism	YOR209C
Nicotinate and nicotinamide metabolism	YLR209C
Nicotinate and nicotinamide metabolism	YNL129W
Nicotinate and nicotinamide metabolism	YOR155C
Nicotinate and nicotinamide metabolism	YGL224C
Nicotinate and nicotinamide metabolism	YDR400W
Nicotinate and nicotinamide metabolism	YLR328W
Nicotinate and nicotinamide metabolism	YGR010W
Nicotinate and nicotinamide metabolism	YCL047C
Nicotinate and nicotinamide metabolism	YGL067W
Nicotinate and nicotinamide metabolism	YHR074W
Nicotinate and nicotinamide metabolism	YGL037C
Nicotinate and nicotinamide metabolism	YDL042C
Nicotinate and nicotinamide metabolism	YOL068C
Nicotinate and nicotinamide metabolism	YPL015C
Nicotinate and nicotinamide metabolism	YDR191W
Nicotinate and nicotinamide metabolism	YOR025W
Nicotinate and nicotinamide metabolism	YJR049C
Nicotinate and nicotinamide metabolism	YBR006W
Nitrogen metabolism	YJR149W
Nitrogen metabolism	YIL164C
Nitrogen metabolism	YDL215C
Nitrogen metabolism	YOR375C
Nitrogen metabolism	YAL062W
Nitrogen metabolism	YPR035W
Nitrogen metabolism	YDL171C
Nitrogen metabolism	YNL036W
Non-homologous end-joining	YMR284W
Non-homologous end-joining	YMR106C
Non-homologous end-joining	YOR005C
Non-homologous end-joining	YNL250W
Non-homologous end-joining	YMR224C
Non-homologous end-joining	YDR369C
Non-homologous end-joining	YCR014C
Non-homologous end-joining	YKL113C
Non-homologous end-joining	YGL090W
Non-homologous end-joining	YLR265C
Nucleocytoplasmic transport	YDL207W
Nucleocytoplasmic transport	YOR046C
Nucleocytoplasmic transport	YER107C
Nucleocytoplasmic transport	YMR047C
Nucleocytoplasmic transport	YKL068W
Nucleocytoplasmic transport	YMR235C
Nucleocytoplasmic transport	YDL064W
Nucleocytoplasmic transport	YKL057C
Nucleocytoplasmic transport	YJR042W
Nucleocytoplasmic transport	YLR208W
Nucleocytoplasmic transport	YDL116W
Nucleocytoplasmic transport	YKR082W
Nucleocytoplasmic transport	YGL092W
Nucleocytoplasmic transport	YGL100W
Nucleocytoplasmic transport	YJL041W
Nucleocytoplasmic transport	YGL172W
Nucleocytoplasmic transport	YGR119C
Nucleocytoplasmic transport	YJL039C
Nucleocytoplasmic transport	YML103C
Nucleocytoplasmic transport	YBL079W
Nucleocytoplasmic transport	YER105C
Nucleocytoplasmic transport	YFR002W
Nucleocytoplasmic transport	YMR153W
Nucleocytoplasmic transport	YDL088C
Nucleocytoplasmic transport	YML031W
Nucleocytoplasmic transport	YMR129W
Nucleocytoplasmic transport	YLR018C
Nucleocytoplasmic transport	YLR064W
Nucleocytoplasmic transport	YLL023C
Nucleocytoplasmic transport	YKR095W
Nucleocytoplasmic transport	YIL149C
Nucleocytoplasmic transport	YLR335W
Nucleocytoplasmic transport	YOR098C
Nucleocytoplasmic transport	YAR002W
Nucleocytoplasmic transport	YNL189W
Nucleocytoplasmic transport	YLR347C
Nucleocytoplasmic transport	YBR017C
Nucleocytoplasmic transport	YOR160W
Nucleocytoplasmic transport	YER110C
Nucleocytoplasmic transport	YMR308C
Nucleocytoplasmic transport	YJR132W
Nucleocytoplasmic transport	YDR395W
Nucleocytoplasmic transport	YGL241W
Nucleocytoplasmic transport	YPL125W
Nucleocytoplasmic transport	YGR218W
Nucleocytoplasmic transport	YGL238W
Nucleocytoplasmic transport	YKL205W
Nucleocytoplasmic transport	YDR335W
Nucleocytoplasmic transport	YLR293C
Nucleocytoplasmic transport	YOR185C
Nucleocytoplasmic transport	YPR080W
Nucleocytoplasmic transport	YBR118W
Nucleocytoplasmic transport	YMR125W
Nucleocytoplasmic transport	YPL178W
Nucleocytoplasmic transport	YHR170W
Nucleocytoplasmic transport	YDR021W
Nucleocytoplasmic transport	YDR381W
Nucleocytoplasmic transport	YMR080C
Nucleocytoplasmic transport	YHR077C
Nucleocytoplasmic transport	YGR072W
Nucleocytoplasmic transport	YPL169C
Nucleocytoplasmic transport	YKL186C
Nucleocytoplasmic transport	YDL084W
Nucleocytoplasmic transport	YNL139C
Nucleocytoplasmic transport	YNL253W
Nucleotide excision repair	YJL092W
Nucleotide excision repair	YOL133W
Nucleotide excision repair	YER162C
Nucleotide excision repair	YEL037C
Nucleotide excision repair	YDR030C
Nucleotide excision repair	YJR035W
Nucleotide excision repair	YDL140C
Nucleotide excision repair	YOR151C
Nucleotide excision repair	YIL021W
Nucleotide excision repair	YJL140W
Nucleotide excision repair	YBR154C
Nucleotide excision repair	YPR187W
Nucleotide excision repair	YDR404C
Nucleotide excision repair	YOR224C
Nucleotide excision repair	YGL070C
Nucleotide excision repair	YOR210W
Nucleotide excision repair	YHR143W-A
Nucleotide excision repair	YOL005C
Nucleotide excision repair	YDL108W
Nucleotide excision repair	YDR460W
Nucleotide excision repair	YPR025C
Nucleotide excision repair	YIL143C
Nucleotide excision repair	YER171W
Nucleotide excision repair	YDR079C-A
Nucleotide excision repair	YDR311W
Nucleotide excision repair	YLR005W
Nucleotide excision repair	YPR056W
Nucleotide excision repair	YPL122C
Nucleotide excision repair	YGR258C
Nucleotide excision repair	YMR201C
Nucleotide excision repair	YAR007C
Nucleotide excision repair	YNL312W
Nucleotide excision repair	YPL022W
Nucleotide excision repair	YML095C
Nucleotide excision repair	YDL102W
Nucleotide excision repair	YJR006W
Nucleotide excision repair	YJR043C
Nucleotide excision repair	YNL262W
Nucleotide excision repair	YPR175W
Nucleotide excision repair	YDR121W
Nucleotide excision repair	YBR278W
Nucleotide excision repair	YJL065C
Nucleotide excision repair	YBR088C
Nucleotide excision repair	YOR217W
Nucleotide excision repair	YJR068W
Nucleotide excision repair	YOL094C
Nucleotide excision repair	YNL290W
Nucleotide excision repair	YBR087W
Nucleotide excision repair	YDL164C
Nucleotide metabolism	YLL039C
Nucleotide metabolism	YIL148W
Nucleotide metabolism	YKR094C
Nucleotide metabolism	YLR167W
Nucleotide metabolism	YKL210W
Nucleotide metabolism	YPR180W
Nucleotide metabolism	YDR390C
Nucleotide metabolism	YPR066W
Nucleotide metabolism	YGL058W
Nucleotide metabolism	YOR339C
Nucleotide metabolism	YDR059C
Nucleotide metabolism	YBR082C
Nucleotide metabolism	YMR022W
Nucleotide metabolism	YEL012W
Nucleotide metabolism	YDL064W
Nucleotide metabolism	YER100W
Nucleotide metabolism	YDR177W
Nucleotide metabolism	YLR306W
Nucleotide metabolism	YDR092W
Nucleotide metabolism	YDR054C
Nucleotide metabolism	YGL141W
Nucleotide metabolism	YKL010C
Nucleotide metabolism	YER125W
Nucleotide metabolism	YDR457W
Nucleotide metabolism	YDL190C
Nucleotide metabolism	YLL036C
Nucleotide metabolism	YDR409W
Nucleotide metabolism	YOL013C
Nucleotide metabolism	YOL133W
Nucleotide metabolism	YDL132W
Nucleotide metabolism	YDR328C
Nucleotide metabolism	YFL009W
Nucleotide metabolism	YIL046W
Nucleotide metabolism	YJR090C
Nucleotide metabolism	YPL046C
Nucleotide metabolism	YGR003W
Nucleotide metabolism	YDR030C
Nucleotide metabolism	YDL008W
Nucleotide metabolism	YLR127C
Nucleotide metabolism	YGL116W
Nucleotide metabolism	YGL003C
Nucleotide metabolism	YNL172W
Nucleotide metabolism	YBL084C
Nucleotide metabolism	YDR118W
Nucleotide metabolism	YOR249C
Nucleotide metabolism	YKL022C
Nucleotide metabolism	YHR166C
Nucleotide metabolism	YLR102C
Nucleotide metabolism	YGL240W
Nucleotide metabolism	YFR036W
Nucleotide metabolism	YDR260C
One carbon pool by folate	YOR236W
One carbon pool by folate	YGR204W
One carbon pool by folate	YBR084W
One carbon pool by folate	YKR080W
One carbon pool by folate	YBR263W
One carbon pool by folate	YLR058C
One carbon pool by folate	YDR408C
One carbon pool by folate	YMR120C
One carbon pool by folate	YLR028C
One carbon pool by folate	YBL013W
One carbon pool by folate	YDR019C
One carbon pool by folate	YOR074C
One carbon pool by folate	YGL125W
One carbon pool by folate	YPL023C
One carbon pool by folate	YER183C
Other glycan degradation	YGL156W
Other glycan degradation	REL_PATHWAY
Other glycan degradation	KO_PATHWAY
Other glycan degradation	//
Other types of O-glycan biosynthesis	YOR321W
Other types of O-glycan biosynthesis	YDL095W
Other types of O-glycan biosynthesis	YDR307W
Other types of O-glycan biosynthesis	YAL023C
Other types of O-glycan biosynthesis	YJR143C
Other types of O-glycan biosynthesis	YGR199W
Other types of O-glycan biosynthesis	YDL093W
Other types of O-glycan biosynthesis	YBR205W
Other types of O-glycan biosynthesis	YOR099W
Other types of O-glycan biosynthesis	YDR483W
Other types of O-glycan biosynthesis	YER001W
Other types of O-glycan biosynthesis	YNR059W
Other types of O-glycan biosynthesis	YGL257C
Other types of O-glycan biosynthesis	YIL014W
Oxidative phosphorylation	YKL192C
Oxidative phosphorylation	YML120C
Oxidative phosphorylation	YDL085W
Oxidative phosphorylation	YMR145C
Oxidative phosphorylation	YJL045W
Oxidative phosphorylation	YKL148C
Oxidative phosphorylation	YLL041C
Oxidative phosphorylation	YMR118C
Oxidative phosphorylation	YKL141W
Oxidative phosphorylation	YLR164W
Oxidative phosphorylation	YDR178W
Oxidative phosphorylation	YEL024W
Oxidative phosphorylation	Q0105
Oxidative phosphorylation	Q0115
Oxidative phosphorylation	Q0110
Oxidative phosphorylation	Q0120
Oxidative phosphorylation	YOR065W
Oxidative phosphorylation	YBL045C
Oxidative phosphorylation	YPR191W
Oxidative phosphorylation	YFR033C
Oxidative phosphorylation	YDR529C
Oxidative phosphorylation	YJL166W
Oxidative phosphorylation	YGR183C
Oxidative phosphorylation	YHR001W-A
Oxidative phosphorylation	YPL172C
Oxidative phosphorylation	Q0275
Oxidative phosphorylation	Q0045
Oxidative phosphorylation	Q0250
Oxidative phosphorylation	YNL052W
Oxidative phosphorylation	YIL111W
Oxidative phosphorylation	YHR051W
Oxidative phosphorylation	YGL187C
Oxidative phosphorylation	YGL191W
Oxidative phosphorylation	YLR038C
Oxidative phosphorylation	YMR256C
Oxidative phosphorylation	YDL067C
Oxidative phosphorylation	YLR395C
Oxidative phosphorylation	YPL132W
Oxidative phosphorylation	YER141W
Oxidative phosphorylation	YLL009C
Oxidative phosphorylation	YJR048W
Oxidative phosphorylation	YEL039C
Oxidative phosphorylation	YBL099W
Oxidative phosphorylation	YJR121W
Oxidative phosphorylation	YBR039W
Oxidative phosphorylation	YDL004W
Oxidative phosphorylation	YPL271W
Oxidative phosphorylation	YDR298C
Oxidative phosphorylation	Q0085
Oxidative phosphorylation	YPL078C
Oxidative phosphorylation	Q0130
Oxidative phosphorylation	YKL016C
Oxidative phosphorylation	YDR322C-A
Oxidative phosphorylation	YDR377W
Oxidative phosphorylation	YPR020W
Oxidative phosphorylation	YLR295C
Oxidative phosphorylation	YML081C-A
Oxidative phosphorylation	YOL077W-A
Oxidative phosphorylation	YOR020W-A
Oxidative phosphorylation	Q0080
Oxidative phosphorylation	YDL185W
Oxidative phosphorylation	YBR127C
Oxidative phosphorylation	YKL080W
Oxidative phosphorylation	YEL051W
Oxidative phosphorylation	YOR332W
Oxidative phosphorylation	YGR020C
Oxidative phosphorylation	YHR039C-A
Oxidative phosphorylation	YPR036W
Oxidative phosphorylation	YMR054W
Oxidative phosphorylation	YOR270C
Oxidative phosphorylation	YEL027W
Oxidative phosphorylation	YPL234C
Oxidative phosphorylation	YHR026W
Oxidative phosphorylation	YLR447C
Oxidative phosphorylation	YCL005W-A
Oxidative phosphorylation	YGL008C
Oxidative phosphorylation	YPL036W
Oxidative phosphorylation	YMR267W
Oxidative phosphorylation	YBR011C
Pantothenate and CoA biosynthesis	YMR108W
Pantothenate and CoA biosynthesis	YCL009C
Pantothenate and CoA biosynthesis	YLR355C
Pantothenate and CoA biosynthesis	YJR016C
Pantothenate and CoA biosynthesis	YBR176W
Pantothenate and CoA biosynthesis	YHR063C
Pantothenate and CoA biosynthesis	YIL145C
Pantothenate and CoA biosynthesis	YDR531W
Pantothenate and CoA biosynthesis	YIL083C
Pantothenate and CoA biosynthesis	YKL088W
Pantothenate and CoA biosynthesis	YGR277C
Pantothenate and CoA biosynthesis	YDR196C
Pantothenate and CoA biosynthesis	YPL148C
Pantothenate and CoA biosynthesis	YGL154C
Pantothenate and CoA biosynthesis	YHR208W
Pantothenate and CoA biosynthesis	YJR148W
Pantothenate and CoA biosynthesis	YMR020W
Pantothenate and CoA biosynthesis	YOR374W
Pantothenate and CoA biosynthesis	YPL061W
Pantothenate and CoA biosynthesis	YER073W
Pantothenate and CoA biosynthesis	YMR110C
Pantothenate and CoA biosynthesis	YMR169C
Pantothenate and CoA biosynthesis	YMR170C
Pentose and glucuronate interconversions	YJR153W
Pentose and glucuronate interconversions	YHL012W
Pentose and glucuronate interconversions	YKL035W
Pentose and glucuronate interconversions	YCR105W
Pentose and glucuronate interconversions	YMR318C
Pentose and glucuronate interconversions	YJL121C
Pentose and glucuronate interconversions	YGR194C
Pentose and glucuronate interconversions	YHR104W
Pentose and glucuronate interconversions	YLR070C
Pentose and glucuronate interconversions	YJR159W
Pentose and glucuronate interconversions	YDL246C
Pentose and glucuronate interconversions	YDR109C
Pentose phosphate pathway	YBR196C
Pentose phosphate pathway	YNL241C
Pentose phosphate pathway	YNR034W
Pentose phosphate pathway	YCR073W-A
Pentose phosphate pathway	YGR248W
Pentose phosphate pathway	YHR163W
Pentose phosphate pathway	YGR256W
Pentose phosphate pathway	YHR183W
Pentose phosphate pathway	YJL121C
Pentose phosphate pathway	YPR074C
Pentose phosphate pathway	YBR117C
Pentose phosphate pathway	YLR354C
Pentose phosphate pathway	YGR043C
Pentose phosphate pathway	YOR095C
Pentose phosphate pathway	YCR036W
Pentose phosphate pathway	YMR105C
Pentose phosphate pathway	YKL127W
Pentose phosphate pathway	YMR278W
Pentose phosphate pathway	YOL061W
Pentose phosphate pathway	YHL011C
Pentose phosphate pathway	YER099C
Pentose phosphate pathway	YBL068W
Pentose phosphate pathway	YKL181W
Pentose phosphate pathway	YDR248C
Pentose phosphate pathway	YKL060C
Pentose phosphate pathway	YLR377C
Pentose phosphate pathway	YMR205C
Pentose phosphate pathway	YGR240C
Peroxisome	YDR329C
Peroxisome	YDL065C
Peroxisome	YKL197C
Peroxisome	YNL329C
Peroxisome	YDR142C
Peroxisome	YDR244W
Peroxisome	YGL153W
Peroxisome	YLR191W
Peroxisome	YMR026C
Peroxisome	YDR265W
Peroxisome	YJL210W
Peroxisome	YLR251W
Peroxisome	YOL147C
Peroxisome	YEL020C
Peroxisome	YGL205W
Peroxisome	YIL160C
Peroxisome	YNL202W
Peroxisome	YPL147W
Peroxisome	YKL188C
Peroxisome	YOR317W
Peroxisome	YMR246W
Peroxisome	YER015W
Peroxisome	YIL009W
Peroxisome	YLR284C
Peroxisome	YOR180C
Peroxisome	YGL067W
Peroxisome	YML042W
Peroxisome	YAR035W
Peroxisome	YER024W
Peroxisome	YMR208W
Peroxisome	YFL030W
Peroxisome	YNL009W
Peroxisome	YDL066W
Peroxisome	YLR174W
Peroxisome	YDR256C
Peroxisome	YGR088W
Peroxisome	YJR104C
Peroxisome	YHR008C
Peroxisome	YDR347W
Peroxisome	YJR101W
Phagosome	YOR075W
Phagosome	YLR268W
Phagosome	YKR014C
Phagosome	YOR089C
Phagosome	YLR240W
Phagosome	YNR006W
Phagosome	YDL185W
Phagosome	YBR127C
Phagosome	YKL080W
Phagosome	YEL051W
Phagosome	YOR332W
Phagosome	YGR020C
Phagosome	YHR039C-A
Phagosome	YCL005W-A
Phagosome	YMR054W
Phagosome	YOR270C
Phagosome	YLR447C
Phagosome	YPR036W
Phagosome	YEL027W
Phagosome	YPL234C
Phagosome	YHR026W
Phagosome	YML001W
Phagosome	YKR054C
Phagosome	YDR488C
Phagosome	YML085C
Phagosome	YML124C
Phagosome	YFL037W
Phagosome	YFR019W
Phagosome	YPR079W
Phagosome	YLR378C
Phagosome	YBR283C
Phagosome	YER087C-B
Phagosome	YER019C-A
Phagosome	YDR086C
Phagosome	YAL058W
Phenylalanine metabolism	YLR027C
Phenylalanine metabolism	YKL106W
Phenylalanine metabolism	YIL116W
Phenylalanine metabolism	YGL202W
Phenylalanine metabolism	YHR137W
Phenylalanine metabolism	YDR380W
Phenylalanine metabolism	YDR242W
Phenylalanine, tyrosine and tryptophan biosynthesis	YBR249C
Phenylalanine, tyrosine and tryptophan biosynthesis	YDR035W
Phenylalanine, tyrosine and tryptophan biosynthesis	YDR127W
Phenylalanine, tyrosine and tryptophan biosynthesis	YGL148W
Phenylalanine, tyrosine and tryptophan biosynthesis	YKL211C
Phenylalanine, tyrosine and tryptophan biosynthesis	YER090W
Phenylalanine, tyrosine and tryptophan biosynthesis	YDR354W
Phenylalanine, tyrosine and tryptophan biosynthesis	YDR007W
Phenylalanine, tyrosine and tryptophan biosynthesis	YGL026C
Phenylalanine, tyrosine and tryptophan biosynthesis	YPR060C
Phenylalanine, tyrosine and tryptophan biosynthesis	YBR166C
Phenylalanine, tyrosine and tryptophan biosynthesis	YNL316C
Phenylalanine, tyrosine and tryptophan biosynthesis	YLR027C
Phenylalanine, tyrosine and tryptophan biosynthesis	YKL106W
Phenylalanine, tyrosine and tryptophan biosynthesis	YIL116W
Phenylalanine, tyrosine and tryptophan biosynthesis	YGL202W
Phenylalanine, tyrosine and tryptophan biosynthesis	YHR137W
Phosphatidylinositol signaling system	YLR305C
Phosphatidylinositol signaling system	YNL267W
Phosphatidylinositol signaling system	YJL100W
Phosphatidylinositol signaling system	YKL212W
Phosphatidylinositol signaling system	YDR208W
Phosphatidylinositol signaling system	YIL002C
Phosphatidylinositol signaling system	YNL106C
Phosphatidylinositol signaling system	YOR109W
Phosphatidylinositol signaling system	YNL128W
Phosphatidylinositol signaling system	YFR019W
Phosphatidylinositol signaling system	YJR110W
Phosphatidylinositol signaling system	YLR240W
Phosphatidylinositol signaling system	YPL268W
Phosphatidylinositol signaling system	YDR173C
Phosphatidylinositol signaling system	YDR315C
Phosphatidylinositol signaling system	YDR017C
Phosphatidylinositol signaling system	YLR410W
Phosphatidylinositol signaling system	YHR046C
Phosphatidylinositol signaling system	YDR287W
Phosphatidylinositol signaling system	YBR029C
Phosphatidylinositol signaling system	YPR113W
Phosphatidylinositol signaling system	YBL105C
Phosphatidylinositol signaling system	YBR109C
Phosphonate and phosphinate metabolism	YGR007W
Phosphonate and phosphinate metabolism	YHR123W
Phosphonate and phosphinate metabolism	YGR202C
Phosphonate and phosphinate metabolism	YNL130C
Polycomb repressive complex	YEL056W
Polycomb repressive complex	YBR195C
Polycomb repressive complex	YDR059C
Polycomb repressive complex	YBR082C
Polycomb repressive complex	YER051W
Polycomb repressive complex	YDR328C
Polycomb repressive complex	YMR304W
Polycomb repressive complex	YGL019W
Polycomb repressive complex	YOR039W
Polycomb repressive complex	YPL247C
Polycomb repressive complex	YHR085W
Polycomb repressive complex	YBR175W
Polycomb repressive complex	YNL330C
Porphyrin metabolism	YDR232W
Porphyrin metabolism	YOL033W
Porphyrin metabolism	YGL245W
Porphyrin metabolism	YGL040C
Porphyrin metabolism	YDL205C
Porphyrin metabolism	YOR278W
Porphyrin metabolism	YDR047W
Porphyrin metabolism	YDR044W
Porphyrin metabolism	YER014W
Porphyrin metabolism	YOR176W
Porphyrin metabolism	YKR069W
Porphyrin metabolism	YBR213W
Porphyrin metabolism	YPL172C
Porphyrin metabolism	YER141W
Porphyrin metabolism	YAL039C
Porphyrin metabolism	YKL087C
Porphyrin metabolism	YDL120W
Propanoate metabolism	YAL054C
Propanoate metabolism	YLR153C
Propanoate metabolism	YFL018C
Propanoate metabolism	YGL205W
Propanoate metabolism	YKR009C
Propanoate metabolism	YDR036C
Propanoate metabolism	YNR016C
Propanoate metabolism	YMR207C
Propanoate metabolism	YGR019W
Propanoate metabolism	YOR142W
Propanoate metabolism	YGR244C
Propanoate metabolism	YPR002W
Propanoate metabolism	YOL151W
Proteasome	YER021W
Proteasome	YIL007C
Proteasome	YDL147W
Proteasome	YDL097C
Proteasome	YPR108W
Proteasome	YOR261C
Proteasome	YDR427W
Proteasome	YFR004W
Proteasome	YFR052W
Proteasome	YDR363W-A
Proteasome	YHR200W
Proteasome	YHR027C
Proteasome	YIL075C
Proteasome	YLR421C
Proteasome	YKL145W
Proteasome	YDL007W
Proteasome	YGL048C
Proteasome	YOR259C
Proteasome	YOR117W
Proteasome	YDR394W
